origin,destination,airlines,distance_miles
SFB,PIT,G4,811
SFB,RAP,G4,1599
SFB,RFD,G4,1026
SFB,ROA,G4,595
SFB,SBN,G4,938
SFB,SDF,G4,699
SFB,SGF,G4,914
SFB,SHV,G4,790
SFB,SYR,G4,1031
SFB,TUL,G4,994
SFB,TVC,G4,1129
SFB,TYS,G4,512
SFB,XNA,G4,920
SFO,ABQ,UA,894
SFO,ACV,UA,250
SFO,AKL,NZ,6530
SFO,AKL,UA,6530
SFO,AMS,KL,5459
SFO,AMS,UA,5459
SFO,ANC,AS,2016
SFO,ANC,UA,2016
SFO,ASE,UA,846
SFO,ATL,DL,2134
SFO,ATL,F9,2134
SFO,ATL,UA,2134
SFO,AUS,AS,1501
SFO,AUS,DL,1501
SFO,AUS,UA,1501
SFO,BCN,IB,5956
SFO,BCN,UA,5956
SFO,BFL,UA,238
SFO,BLR,AI,8692
SFO,BNA,UA,1964
SFO,BNE,UA,7070
SFO,BOI,AS,522
SFO,BOI,UA,522
SFO,BOM,AI,8395
SFO,BOS,AS,2697
SFO,BOS,B6,2697
SFO,BOS,DL,2697
SFO,BOS,UA,2697
SFO,BUR,AS,326
SFO,BUR,F9,326
SFO,BUR,UA,326
SFO,BWI,UA,2451
SFO,BZE,UA,2483
SFO,BZN,AS,807
SFO,BZN,UA,807
SFO,CAN,CZ,6885
SFO,CDG,AF,5569
SFO,CDG,UA,5569
SFO,CHC,UA,6927
SFO,CLE,UA,2156
SFO,CLT,AA,2291
SFO,CMH,UA,2115
SFO,CPH,SK,5472
SFO,CTU,UA,6856
SFO,CUN,AS,2405
SFO,CUN,UA,2405
SFO,CVG,MX,2031
SFO,DCA,AS,2436
SFO,DCA,UA,2436
SFO,DEL,AI,7693
SFO,DEN,F9,965
SFO,DEN,UA,965
SFO,DFW,AA,1461
SFO,DFW,F9,1461
SFO,DFW,UA,1461
SFO,DOH,QR,8074
SFO,DTW,DL,2074
SFO,DTW,UA,2074
SFO,DXB,EK,8090
SFO,EGE,UA,845
SFO,EUG,UA,452
SFO,EWR,AS,2559
SFO,EWR,UA,2559
SFO,FAT,UA,157
SFO,FCA,UA,844
SFO,FCO,AZ,6250
SFO,FCO,UA,6250
SFO,FLL,B6,2579
SFO,FLL,UA,2579
SFO,FRA,DE,5684
SFO,FRA,LH,5684
SFO,FRA,UA,5684
SFO,GDL,AM,1643
SFO,GEG,AS,733
SFO,GEG,UA,733
SFO,HDN,UA,836
SFO,HKG,CX,6915
SFO,HKG,UA,6915
SFO,HND,JL,5149
SFO,HND,NH,5149
SFO,HND,UA,5149
SFO,HNL,HA,2397
SFO,HNL,UA,2397
SFO,IAD,AS,2413
SFO,IAD,UA,2413
SFO,IAH,UA,1632
SFO,ICN,KE,5645
SFO,ICN,OZ,5645
SFO,ICN,UA,5645
SFO,IND,UA,1939
SFO,IST,TK,6689
SFO,JAC,AS,736
SFO,JAC,UA,736
SFO,JFK,AA,2580
SFO,JFK,AS,2580
SFO,JFK,B6,2580
SFO,JFK,DL,2580
SFO,KIX,UA,5401
SFO,KOA,AS,2366
SFO,KOA,UA,2366
SFO,LAS,AS,413
SFO,LAS,F9,413
SFO,LAS,UA,413
SFO,LAX,AA,338
SFO,LAX,AS,338
SFO,LAX,DL,338
SFO,LAX,F9,338
SFO,LAX,UA,338
SFO,LHR,BA,5354
SFO,LHR,UA,5354
SFO,LHR,VS,5354
SFO,LIH,AS,2445
SFO,LIH,UA,2445
SFO,LIR,AS,2947
SFO,LIR,UA,2947
SFO,LIS,TP,5668
SFO,MAD,IB,5798
SFO,MCI,UA,1495
SFO,MCO,AS,2441
SFO,MCO,F9,2441
SFO,MCO,UA,2441
SFO,MEL,UA,7863
SFO,MEX,AM,1882
SFO,MEX,UA,1882
SFO,MFR,UA,330
SFO,MIA,AA,2581
SFO,MIA,UA,2581
SFO,MNL,PR,6977
SFO,MNL,UA,6977
SFO,MRY,UA,77
SFO,MSO,UA,768
SFO,MSP,DL,1585
SFO,MSP,UA,1585
SFO,MSY,UA,1907
SFO,MTJ,UA,789
SFO,MTY,UA,1537
SFO,MUC,LH,5864
SFO,MUC,UA,5864
SFO,NAN,FJ,5466
SFO,NRT,JL,5112
SFO,NRT,NH,5112
SFO,NRT,UA,5112
SFO,OGG,AS,2337
SFO,OGG,HA,2337
SFO,OGG,UA,2337
SFO,OMA,UA,1430
SFO,ONT,F9,363
SFO,ONT,UA,363
SFO,ORD,AA,1842
SFO,ORD,AS,1842
SFO,ORD,UA,1842
SFO,OTH,UA,413
SFO,PAE,AS,711
SFO,PDX,AS,551
SFO,PDX,F9,551
SFO,PDX,UA,551
SFO,PEK,CA,5899
SFO,PEK,UA,5899
SFO,PHL,AA,2515
SFO,PHL,UA,2515
SFO,PHX,AA,650
SFO,PHX,AS,650
SFO,PHX,F9,650
SFO,PHX,UA,650
SFO,PIT,UA,2248
SFO,PPT,UA,4203
SFO,PSC,UA,620
SFO,PSP,AS,420
SFO,PSP,F9,420
SFO,PSP,UA,420
SFO,PTY,CM,3321
SFO,PTY,UA,3321
SFO,PVG,MU,6138
SFO,PVG,UA,6138
SFO,PVR,AS,1556
SFO,PVR,UA,1556
SFO,RDD,UA,200
SFO,RDM,AS,463
SFO,RDM,UA,463
SFO,RDU,UA,2394
SFO,RIC,MX,2443
SFO,RNO,UA,192
SFO,RSW,UA,2477
SFO,SAL,AV,2641
SFO,SAN,AS,447
SFO,SAN,F9,447
SFO,SAN,UA,447
SFO,SAT,UA,1480
SFO,SBA,UA,262
SFO,SBP,UA,191
SFO,SDF,MX,1985
SFO,SDF,UA,1985
SFO,SEA,AS,679
SFO,SEA,DL,679
SFO,SEA,UA,679
SFO,SGN,VN,7829
SFO,SIN,SQ,8439
SFO,SIN,UA,8439
SFO,SJD,AS,1249
SFO,SJD,UA,1249
SFO,SJO,UA,3041
SFO,SLC,AS,598
SFO,SLC,DL,598
SFO,SLC,F9,598
SFO,SLC,UA,598
SFO,SMF,UA,86
SFO,SNA,AS,372
SFO,SNA,F9,372
SFO,SNA,UA,372
SFO,STL,UA,1731
SFO,SUN,UA,587
SFO,SYD,QF,7425
SFO,SYD,UA,7425
SFO,TER,TP,4907
SFO,TPA,UA,2388
SFO,TPE,BR,6457
SFO,TPE,CI,6457
SFO,TPE,JX,6457
SFO,TPE,UA,6457
SFO,TUS,UA,751
SFO,XNA,UA,1547
SFO,YEG,AC,1162
SFO,YUL,AC,2533
SFO,YUL,UA,2533
SFO,YVR,AC,801
SFO,YVR,UA,801
SFO,YYC,UA,1018
SFO,YYZ,AC,2254
SFO,YYZ,UA,2254
SFO,ZIH,AS,1876
SFO,ZRH,UA,5826
SGF,ATL,DL,562
SGF,AZA,G4,1064
SGF,CLT,AA,707
SGF,DEN,UA,635
SGF,DFW,AA,364
SGF,IAH,UA,514
SGF,LAS,G4,1206
SGF,LAX,G4,1420
SGF,MIA,AA,1103
SGF,ORD,AA,438
SGF,ORD,UA,438
SGF,PIE,G4,896
SGF,SFB,G4,914
SGN,AMD,VJ,2395
SGN,BKK,TG,445
SGN,BKK,VJ,445
SGN,BKK,VN,445
SGN,BLR,VJ,1962
SGN,BNE,VJ,4080
SGN,BOM,VJ,2322
SGN,BOM,VN,2322
SGN,CAN,CZ,973
SGN,CAN,VJ,973
SGN,CAN,VN,973
SGN,CDG,AF,6279
SGN,CDG,VN,6279
SGN,CEB,PR,1177
SGN,CGK,VJ,1171
SGN,CGK,VN,1171
SGN,CKG,CA,1306
SGN,COK,VJ,2055
SGN,CXR,VJ,192
SGN,CXR,VN,192
SGN,DAD,VJ,376
SGN,DAD,VN,376
SGN,DEL,AI,2269
SGN,DEL,VJ,2269
SGN,DEL,VN,2269
SGN,DOH,QR,3725
SGN,DPS,VJ,1473
SGN,DPS,VN,1473
SGN,DXB,EK,3491
SGN,FRA,VN,6001
SGN,FUK,VJ,2177
SGN,FUK,VN,2177
SGN,HAN,VJ,721
SGN,HAN,VN,721
SGN,HGH,MU,1607
SGN,HKG,CX,928
SGN,HKG,VJ,928
SGN,HKG,VN,928
SGN,HKT,VJ,598
SGN,HND,JL,2687
SGN,HND,NH,2687
SGN,HND,VJ,2687
SGN,HYD,VJ,1941
SGN,ICN,KE,2214
SGN,ICN,OZ,2214
SGN,ICN,VJ,2214
SGN,ICN,VN,2214
SGN,IST,TK,5102
SGN,KHH,VJ,1216
SGN,KHH,VN,1216
SGN,KIX,VJ,2430
SGN,KIX,VN,2430
SGN,KMG,MU,1017
SGN,KUL,MH,653
SGN,KUL,VJ,653
SGN,KUL,VN,653
SGN,LHR,VN,6350
SGN,MEL,VJ,4162
SGN,MEL,VN,4162
SGN,MNL,PR,1001
SGN,MNL,VN,1001
SGN,MUC,VN,5882
SGN,NGO,VJ,2520
SGN,NGO,VN,2520
SGN,NKG,MU,1642
SGN,NRT,JL,2724
SGN,NRT,NH,2724
SGN,NRT,VJ,2724
SGN,NRT,VN,2724
SGN,PEK,CA,2112
SGN,PER,VJ,3018
SGN,PER,VN,3018
SGN,PKX,VJ,2071
SGN,PKX,VN,2071
SGN,PNH,QR,132
SGN,PNH,VN,132
SGN,PQC,VJ,186
SGN,PQC,VN,186
SGN,PUS,VJ,2189
SGN,PUS,VN,2189
SGN,PVG,CZ,1707
SGN,PVG,HO,1707
SGN,PVG,MU,1707
SGN,PVG,VJ,1707
SGN,PVG,VN,1707
SGN,SAI,VN,241
SGN,SFO,VN,7829
SGN,SIN,SQ,679
SGN,SIN,VJ,679
SGN,SIN,VN,679
SGN,SYD,VJ,4254
SGN,SYD,VN,4254
SGN,SZX,CZ,943
SGN,SZX,ZH,943
SGN,TFU,VJ,1355
SGN,TPE,BR,1372
SGN,TPE,CI,1372
SGN,TPE,JX,1372
SGN,TPE,VJ,1372
SGN,TPE,VN,1372
SGN,VTE,VJ,566
SGN,XIY,VJ,1638
SGN,XMN,MF,1211
SGU,DEN,UA,516
SGU,DFW,AA,974
SGU,LAX,UA,348
SGU,PHX,AA,262
SGU,SLC,DL,272
SHA,CAN,CA,731
SHA,CAN,CZ,731
SHA,CAN,HO,731
SHA,CAN,MU,731
SHA,CGO,MU,492
SHA,CGQ,MU,915
SHA,CKG,CA,880
SHA,CKG,HO,880
SHA,CKG,MF,880
SHA,CKG,MU,880
SHA,CSX,CZ,529
SHA,CSX,HO,529
SHA,CSX,MF,529
SHA,CSX,MU,529
SHA,CTU,CA,1031
SHA,CTU,MU,1031
SHA,DLC,MU,537
SHA,GMP,KE,538
SHA,GMP,MU,538
SHA,GMP,OZ,538
SHA,HKG,CX,765
SHA,HKG,MU,765
SHA,HND,JL,1104
SHA,HND,MU,1104
SHA,HND,NH,1104
SHA,HRB,MU,1031
SHA,KMG,HO,1196
SHA,KMG,MU,1196
SHA,MFM,MU,787
SHA,PEK,CA,669
SHA,PEK,MU,669
SHA,PKX,CZ,638
SHA,PKX,HO,638
SHA,PKX,MU,638
SHA,SZX,CZ,751
SHA,SZX,HO,751
SHA,SZX,MF,751
SHA,SZX,MU,751
SHA,SZX,ZH,751
SHA,TAO,MU,364
SHA,TFU,CZ,1004
SHA,TFU,HO,1004
SHA,TFU,MU,1004
SHA,TNA,MU,457
SHA,TSA,BR,424
SHA,TSA,CA,424
SHA,TSA,CI,424
SHA,TSA,MU,424
SHA,TSN,CA,592
SHA,TSN,MF,592
SHA,TSN,MU,592
SHA,XIY,HO,764
SHA,XIY,MU,764
SHA,XMN,HO,500
SHA,XMN,MF,500
SHA,XMN,MU,500
SHA,YNT,MU,447
SHB,CTS,NH,174
SHB,HND,NH,619
SHJ,ADD,ET,1576
SHJ,CAI,MS,1508
SHJ,DOH,QR,244
SHR,DEN,UA,359
SHV,ATL,DL,550
SHV,BNA,G4,480
SHV,CLT,AA,763
SHV,DEN,UA,792
SHV,DFW,AA,189
SHV,IAH,UA,192
SHV,LAS,G4,1241
SHV,SFB,G4,790
SID,BVC,WK,42
SID,LIS,TP,1736
SID,ZRH,WK,2775
SIN,ADD,ET,4511
SIN,ADL,SQ,3357
SIN,AKL,NZ,5225
SIN,AKL,SQ,5225
SIN,AMD,SQ,2583
SIN,AMS,KL,6533
SIN,AMS,SQ,6533
SIN,AUH,EY,3657
SIN,BCN,SQ,6773
SIN,BKK,CX,880
SIN,BKK,SQ,880
SIN,BKK,TG,880
SIN,BLR,AI,1976
SIN,BLR,SQ,1976
SIN,BNE,QF,3818
SIN,BNE,SQ,3818
SIN,BOM,AI,2437
SIN,BOM,SQ,2437
SIN,BRU,SQ,6559
SIN,BWN,SQ,794
SIN,CAN,CZ,1646
SIN,CAN,SQ,1646
SIN,CCU,SQ,1804
SIN,CDG,AF,6664
SIN,CDG,SQ,6664
SIN,CEB,SQ,1505
SIN,CGK,GA,548
SIN,CGK,SQ,548
SIN,CHC,SQ,5222
SIN,CKG,CA,1968
SIN,CKG,SQ,1968
SIN,CMB,SQ,1709
SIN,CMB,UL,1709
SIN,CNS,SQ,3111
SIN,COK,SQ,1990
SIN,CPH,SQ,6194
SIN,CSX,CZ,1952
SIN,CSX,MU,1952
SIN,CTS,SQ,3688
SIN,DAC,SQ,1801
SIN,DAD,SQ,1055
SIN,DAD,VJ,1055
SIN,DEL,AI,2585
SIN,DEL,SQ,2585
SIN,DOH,QR,3857
SIN,DPS,GA,1039
SIN,DPS,KL,1039
SIN,DPS,SQ,1039
SIN,DPS,SV,1039
SIN,DRW,QF,2075
SIN,DRW,SQ,2075
SIN,DXB,EK,3633
SIN,DXB,SQ,3633
SIN,EWR,SQ,9530
SIN,FCO,SQ,6246
SIN,FRA,LH,6388
SIN,FRA,SQ,6388
SIN,FUK,SQ,2809
SIN,HAN,SQ,1378
SIN,HAN,VJ,1378
SIN,HAN,VN,1378
SIN,HEL,AY,5763
SIN,HGH,MF,2268
SIN,HGH,MU,2268
SIN,HKG,CX,1594
SIN,HKG,SQ,1594
SIN,HKT,SQ,609
SIN,HND,JL,3293
SIN,HND,NH,3293
SIN,HND,SQ,3293
SIN,HYD,SQ,2054
SIN,ICN,KE,2875
SIN,ICN,OZ,2875
SIN,ICN,SQ,2875
SIN,IST,SQ,5394
SIN,IST,TK,5394
SIN,JED,SV,4573
SIN,JFK,SQ,9532
SIN,JNB,SQ,5379
SIN,KHH,CI,1832
SIN,KIX,SQ,3046
SIN,KMG,MU,1643
SIN,KNO,SQ,387
SIN,KTM,SQ,2198
SIN,KUL,ET,185
SIN,KUL,MH,185
SIN,KUL,SQ,185
SIN,LAX,SQ,8762
SIN,LGW,SQ,6756
SIN,LHR,BA,6763
SIN,LHR,QF,6763
SIN,LHR,SQ,6763
SIN,MAA,AI,1817
SIN,MAA,SQ,1817
SIN,MAN,SQ,6808
SIN,MEL,QF,3748
SIN,MEL,SQ,3748
SIN,MEL,TK,3748
SIN,MLE,SQ,2111
SIN,MNL,PR,1476
SIN,MNL,SQ,1476
SIN,MUC,LH,6250
SIN,MUC,SQ,6250
SIN,MXP,SQ,6406
SIN,NAN,FJ,5161
SIN,NGO,SQ,3133
SIN,NRT,JL,3329
SIN,NRT,NH,3329
SIN,NRT,SQ,3329
SIN,PEK,CA,2791
SIN,PEK,SQ,2791
SIN,PEN,SQ,374
SIN,PER,QF,2430
SIN,PER,SQ,2430
SIN,PKX,MU,2750
SIN,PKX,SQ,2750
SIN,PNH,EK,707
SIN,PNH,SQ,707
SIN,PNQ,AI,2360
SIN,PQC,VJ,610
SIN,PUS,SQ,2834
SIN,PVG,CA,2365
SIN,PVG,HO,2365
SIN,PVG,MU,2365
SIN,PVG,SQ,2365
SIN,RGN,SQ,1200
SIN,SAI,SQ,831
SIN,SEA,SQ,8065
SIN,SFO,SQ,8439
SIN,SFO,UA,8439
SIN,SGN,SQ,679
SIN,SGN,VJ,679
SIN,SGN,VN,679
SIN,SUB,GA,855
SIN,SUB,SQ,855
SIN,SYD,BA,3911
SIN,SYD,QF,3911
SIN,SYD,SQ,3911
SIN,SZX,CZ,1612
SIN,SZX,SQ,1612
SIN,SZX,ZH,1612
SIN,TFU,CA,2002
SIN,TFU,SQ,2002
SIN,TPE,BR,2002
SIN,TPE,CI,2002
SIN,TPE,JX,2002
SIN,TPE,SQ,2002
SIN,XIY,MU,2307
SIN,XMN,MF,1860
SIN,XMN,SQ,1860
SIN,YVR,AC,7962
SIN,ZRH,SQ,6404
SJC,ATL,DL,2111
SJC,BOI,AS,523
SJC,DEN,F9,946
SJC,DEN,UA,946
SJC,DFW,AA,1436
SJC,DFW,NK,1436
SJC,DTW,DL,2057
SJC,GDL,AS,1613
SJC,HNL,HA,2415
SJC,IAH,UA,1605
SJC,KOA,AS,2382
SJC,LAS,DL,386
SJC,LAS,F9,386
SJC,LAS,NK,386
SJC,LAX,AS,308
SJC,LAX,DL,308
SJC,LIH,AS,2463
SJC,MSP,DL,1572
SJC,OGG,HA,2354
SJC,ORD,UA,1825
SJC,PDX,AS,569
SJC,PHX,AA,621
SJC,PVR,AS,1526
SJC,SAN,AS,417
SJC,SAN,NK,417
SJC,SEA,AS,697
SJC,SEA,DL,697
SJC,SJD,AS,1220
SJC,SLC,DL,583
SJD,ATL,DL,1693
SJD,AUS,AA,888
SJD,CLT,AA,1916
SJD,DEN,F9,1191
SJD,DEN,UA,1191
SJD,DFW,AA,1024
SJD,DTW,DL,2006
SJD,EWR,UA,2388
SJD,FRA,DE,6133
SJD,IAH,UA,1005
SJD,JFK,B6,2406
SJD,JFK,DL,2406
SJD,LAS,AS,950
SJD,LAX,AA,912
SJD,LAX,AS,912
SJD,LAX,DL,912
SJD,LAX,UA,912
SJD,MEX,AM,732
SJD,MSP,DL,1766
SJD,ORD,AA,1808
SJD,ORD,UA,1808
SJD,PDX,AS,1710
SJD,PHX,AA,724
SJD,SAN,AS,803
SJD,SEA,AS,1817
SJD,SEA,DL,1817
SJD,SFO,AS,1249
SJD,SFO,UA,1249
SJD,SJC,AS,1220
SJD,SLC,DL,1226
SJD,SMF,AS,1281
SJD,YUL,AC,2534
SJD,YVR,AC,1943
SJD,YYZ,AC,2220
SJJ,CGN,EW,713
SJJ,CPH,SK,853
SJJ,DOH,QR,2263
SJJ,FRA,LH,629
SJJ,IST,TK,558
SJJ,STR,EW,549
SJJ,VIE,OS,308
SJJ,WAW,LO,589
SJJ,ZAG,OU,173
SJO,AMS,KL,5630
SJO,ATL,DL,1634
SJO,ATL,F9,1634
SJO,BOG,AV,781
SJO,CDG,AF,5552
SJO,CLT,AA,1755
SJO,DEN,UA,2416
SJO,DFW,AA,1781
SJO,EWR,UA,2208
SJO,FLL,B6,1142
SJO,FLL,NK,1142
SJO,FRA,LH,5812
SJO,GUA,AV,531
SJO,GUA,CM,531
SJO,IAD,AV,2043
SJO,IAD,UA,2043
SJO,IAH,UA,1556
SJO,JFK,B6,2211
SJO,LAX,AS,2723
SJO,LAX,DL,2723
SJO,LAX,UA,2723
SJO,LGW,BA,5423
SJO,LIM,LA,1597
SJO,LIR,WK,100
SJO,MAD,IB,5281
SJO,MCO,B6,1288
SJO,MCO,NK,1288
SJO,MDE,AV,657
SJO,MEX,AM,1187
SJO,MEX,AV,1187
SJO,MGA,AV,199
SJO,MGA,CM,199
SJO,MIA,AA,1121
SJO,MIA,AV,1121
SJO,ORD,UA,2221
SJO,PTY,AV,335
SJO,PTY,CM,335
SJO,SAL,AV,405
SJO,SAP,AV,453
SJO,SFO,UA,3041
SJO,SJU,AV,1350
SJO,UIO,AV,806
SJO,YUL,AC,2529
SJO,YYZ,AC,2344
SJO,ZRH,WK,5838
SJU,ANU,F9,291
SJU,ATL,DL,1548
SJU,ATL,F9,1548
SJU,ATL,NK,1548
SJU,BDL,B6,1671
SJU,BDL,F9,1671
SJU,BOG,AV,1097
SJU,BOS,B6,1679
SJU,BOS,DL,1679
SJU,BOS,F9,1679
SJU,BOS,NK,1679
SJU,BWI,F9,1569
SJU,BWI,NK,1569
SJU,CLE,F9,1842
SJU,CLT,AA,1477
SJU,CLT,F9,1477
SJU,CUN,B6,1368
SJU,DCA,B6,1558
SJU,DEN,UA,2731
SJU,DFW,AA,2164
SJU,DFW,NK,2164
SJU,DTW,DL,1933
SJU,DTW,NK,1933
SJU,EWR,B6,1612
SJU,EWR,F9,1612
SJU,EWR,UA,1612
SJU,FLL,B6,1046
SJU,FLL,F9,1046
SJU,FLL,NK,1046
SJU,HPN,B6,1629
SJU,IAD,F9,1575
SJU,IAD,UA,1575
SJU,IAH,NK,2006
SJU,IAH,UA,2006
SJU,JAX,F9,1288
SJU,JFK,B6,1602
SJU,JFK,DL,1602
SJU,JFK,F9,1602
SJU,MAD,IB,3964
SJU,MCO,B6,1189
SJU,MCO,F9,1189
SJU,MCO,NK,1189
SJU,MDE,AV,1059
SJU,MDE,B6,1059
SJU,MIA,AA,1045
SJU,MIA,F9,1045
SJU,MIA,NK,1045
SJU,MSP,DL,2406
SJU,ORD,AA,2074
SJU,ORD,NK,2074
SJU,ORD,UA,2074
SJU,PHL,AA,1580
SJU,PHL,F9,1580
SJU,PHL,NK,1580
SJU,POP,F9,312
SJU,POS,F9,625
SJU,PTY,CM,1106
SJU,PUJ,B6,155
SJU,PUJ,F9,155
SJU,PVD,B6,1640
SJU,RDU,B6,1435
SJU,RDU,F9,1435
SJU,SAT,NK,2179
SJU,SDQ,B6,240
SJU,SDQ,F9,240
SJU,SJO,AV,1350
SJU,STI,B6,308
SJU,STI,F9,308
SJU,STT,B6,68
SJU,STT,F9,68
SJU,SXM,F9,192
SJU,TPA,B6,1237
SJU,TPA,F9,1237
SJU,YUL,AC,1920
SJU,YYZ,AC,1915
SKB,ANU,BA,62
SKB,ATL,DL,1755
SKB,CLT,AA,1669
SKB,EWR,UA,1754
SKB,JFK,AA,1741
SKB,JFK,B6,1741
SKB,JFK,DL,1741
SKB,MIA,AA,1270
SKB,YYZ,AC,2072
SKG,ADB,A3,271
SKG,AMS,A3,1184
SKG,ARN,SK,1340
SKG,ATH,A3,186
SKG,BCN,A3,1090
SKG,BER,A3,932
SKG,BRU,A3,1139
SKG,CDG,A3,1155
SKG,CGN,A3,1042
SKG,CGN,EW,1042
SKG,CHQ,A3,351
SKG,CPH,SK,1144
SKG,DUS,A3,1073
SKG,DUS,EW,1073
SKG,EVN,A3,1126
SKG,FCO,A3,564
SKG,FRA,A3,958
SKG,FRA,LH,958
SKG,HAJ,A3,1036
SKG,HAJ,EW,1036
SKG,HAM,A3,1089
SKG,HAM,EW,1089
SKG,HER,A3,378
SKG,IST,TK,305
SKG,JMK,A3,248
SKG,JTR,A3,315
SKG,KGS,A3,340
SKG,KLX,A3,244
SKG,LCA,A3,700
SKG,LCY,BA,1327
SKG,LGW,BA,1326
SKG,LHR,BA,1346
SKG,MJT,A3,217
SKG,MUC,A3,771
SKG,MUC,LH,771
SKG,MXP,A3,799
SKG,NUE,A3,848
SKG,OTP,RO,322
SKG,RHO,A3,397
SKG,STR,A3,879
SKG,STR,EW,879
SKG,TBS,A3,1144
SKG,VIE,OS,612
SKG,WAW,LO,810
SKG,ZRH,A3,861
SKP,ATH,A3,304
SKP,FRA,LH,837
SKP,IST,TK,370
SKP,VIE,OS,491
SKP,WAW,LO,706
SKP,ZAG,OU,380
SKP,ZRH,WK,745
SLC,ABQ,DL,493
SLC,AMS,DL,4976
SLC,AMS,KL,4976
SLC,ANC,AS,2121
SLC,ANC,DL,2121
SLC,ATL,DL,1587
SLC,AUS,DL,1085
SLC,BIL,DL,387
SLC,BNA,DL,1401
SLC,BOI,DL,290
SLC,BOS,B6,2100
SLC,BOS,DL,2100
SLC,BUR,DL,574
SLC,BWI,DL,1860
SLC,BZN,DL,347
SLC,CDG,DL,5066
SLC,CLE,DL,1561
SLC,CLT,AA,1723
SLC,CLT,DL,1723
SLC,CMH,DL,1524
SLC,COS,DL,410
SLC,CUN,DL,2005
SLC,CVG,DL,1446
SLC,DCA,DL,1847
SLC,DEN,DL,390
SLC,DEN,F9,390
SLC,DEN,UA,390
SLC,DFW,AA,988
SLC,DFW,DL,988
SLC,DFW,F9,988
SLC,DTW,DL,1478
SLC,DTW,NK,1478
SLC,EUG,DL,617
SLC,EWR,DL,1964
SLC,EWR,UA,1964
SLC,FAT,DL,500
SLC,FCA,DL,532
SLC,FLL,DL,2081
SLC,GDL,AM,1490
SLC,GEG,DL,546
SLC,GJT,DL,216
SLC,GRB,DL,1234
SLC,GTF,DL,464
SLC,HLN,DL,402
SLC,HNL,DL,2991
SLC,HNL,HA,2991
SLC,IAD,DL,1823
SLC,IAD,UA,1823
SLC,IAH,DL,1194
SLC,IAH,UA,1194
SLC,ICN,DL,5890
SLC,IDA,DL,188
SLC,IND,DL,1351
SLC,JAC,DL,205
SLC,JFK,B6,1984
SLC,JFK,DL,1984
SLC,LAS,DL,368
SLC,LAS,F9,368
SLC,LAS,NK,368
SLC,LAX,AA,590
SLC,LAX,DL,590
SLC,LAX,F9,590
SLC,LAX,NK,590
SLC,LAX,UA,590
SLC,LGA,DL,1977
SLC,LGB,DL,589
SLC,LHR,DL,4853
SLC,LWS,DL,461
SLC,MCI,DL,917
SLC,MCO,DL,1928
SLC,MCO,NK,1928
SLC,MEM,DL,1259
SLC,MEX,AM,1660
SLC,MEX,DL,1660
SLC,MFR,DL,573
SLC,MIA,AA,2086
SLC,MIA,DL,2086
SLC,MKE,DL,1244
SLC,MSO,DL,436
SLC,MSP,DL,989
SLC,MSY,DL,1427
SLC,OAK,DL,587
SLC,OGG,DL,2933
SLC,OKC,DL,865
SLC,OMA,DL,838
SLC,ONT,DL,558
SLC,ORD,AA,1246
SLC,ORD,DL,1246
SLC,ORD,F9,1246
SLC,ORD,UA,1246
SLC,PDX,AS,629
SLC,PDX,DL,629
SLC,PDX,F9,629
SLC,PHL,AA,1922
SLC,PHL,DL,1922
SLC,PHX,AA,508
SLC,PHX,DL,508
SLC,PHX,F9,508
SLC,PIT,DL,1655
SLC,PSC,DL,520
SLC,PSP,DL,541
SLC,PVR,DL,1444
SLC,RDM,DL,524
SLC,RDU,DL,1819
SLC,RNO,DL,421
SLC,SAN,AS,627
SLC,SAN,DL,627
SLC,SAN,F9,627
SLC,SAT,DL,1087
SLC,SBA,DL,615
SLC,SDF,DL,1406
SLC,SEA,AS,688
SLC,SEA,DL,688
SLC,SEA,F9,688
SLC,SFO,AS,598
SLC,SFO,DL,598
SLC,SFO,F9,598
SLC,SFO,UA,598
SLC,SGU,DL,272
SLC,SJC,DL,583
SLC,SJD,DL,1226
SLC,SMF,DL,530
SLC,SNA,DL,588
SLC,STL,DL,1153
SLC,SUN,DL,222
SLC,TPA,DL,1885
SLC,TUL,DL,925
SLC,TUS,DL,602
SLC,TWF,DL,175
SLC,XNA,DL,1002
SLC,YVR,DL,797
SLC,YYC,DL,720
SLC,YYZ,AC,1656
SLC,YYZ,DL,1656
SLL,DOH,QR,591
SLL,JED,SV,1024
SLL,ZRH,WK,3319
SLN,DEN,UA,382
SLN,IAH,UA,623
SLN,ORD,UA,558
SLP,ATL,AM,1275
SLP,DFW,AA,773
SLP,IAH,UA,637
SLP,MEX,AM,229
SLP,MEX,IB,229
SMF,ANC,AS,1970
SMF,ATL,DL,2088
SMF,BOI,AS,437
SMF,BOS,B6,2629
SMF,CLT,AA,2239
SMF,DEN,F9,907
SMF,DEN,UA,907
SMF,DFW,AA,1428
SMF,DTW,DL,2008
SMF,EWR,UA,2494
SMF,GDL,AM,1661
SMF,HNL,HA,2460
SMF,IAD,UA,2352
SMF,IAH,UA,1607
SMF,JFK,B6,2515
SMF,KOA,HA,2434
SMF,LAS,DL,397
SMF,LAS,F9,397
SMF,LAS,NK,397
SMF,LAX,AA,373
SMF,LAX,DL,373
SMF,LAX,F9,373
SMF,LAX,UA,373
SMF,LIH,HA,2506
SMF,MCO,AS,2404
SMF,MIA,AA,2548
SMF,MSP,DL,1514
